2022-05-27 16:54:57.605343	https://www.encodeproject.org/report/?type=Experiment&status=released&internal_tags=RushAD&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR670BGI/	ENCSR670BGI	DNase-seq	DNase-seq				Homo sapiens middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE170957		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF537PID/,/files/ENCFF288CMH/,/files/ENCFF955SXK/,/files/ENCFF389DKF/,/files/ENCFF867WDS/,/files/ENCFF577UXC/,/files/ENCFF718RLN/,/files/ENCFF329ESC/,/files/ENCFF443KKI/,/files/ENCFF511UGM/,/files/ENCFF042RIV/,/files/ENCFF246WFH/,/files/ENCFF806NUW/,/files/ENCFF826UTR/,/files/ENCFF796XMI/,/files/ENCFF516OHC/	/disease-series/ENCSR970PLB/	ENCBS822WLR	1	1		Homo sapiens	adult	90 or above years												/replicates/f8bdfde4-6d32-4777-843b-a2d0850a9d21/				
/experiments/ENCSR037PIU/	ENCSR037PIU	DNase-seq	DNase-seq				Homo sapiens with Cognitive impairment, Alzheimer's disease; posterior cingulate gyrus tissue male adult (80 years)	posterior cingulate gyrus	GEO:GSE169971		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF695HHF/,/files/ENCFF572KDX/,/files/ENCFF808QUZ/,/files/ENCFF450IQG/,/files/ENCFF437SND/,/files/ENCFF845QKE/,/files/ENCFF412NHJ/,/files/ENCFF481XWD/,/files/ENCFF690VEF/,/files/ENCFF856VGA/,/files/ENCFF892RDC/,/files/ENCFF416RSW/,/files/ENCFF763XXP/,/files/ENCFF278VHG/,/files/ENCFF799KXH/,/files/ENCFF942GLL/	/disease-series/ENCSR199JXX/	ENCBS948HVL	1	1		Homo sapiens	adult	80 years												/replicates/bb0fce10-304a-4357-8b02-dbc7b15a7b68/				
/experiments/ENCSR173YSO/	ENCSR173YSO	DNase-seq	DNase-seq				Homo sapiens middle frontal area 46 tissue female adult (79 years)	middle frontal area 46	GEO:GSE170620		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF821BVB/,/files/ENCFF816NVO/,/files/ENCFF710TSR/,/files/ENCFF987GRK/,/files/ENCFF698WVE/,/files/ENCFF505DYZ/,/files/ENCFF174KRW/,/files/ENCFF505OFL/,/files/ENCFF179VUT/,/files/ENCFF134AIU/,/files/ENCFF220IEU/,/files/ENCFF295XKP/,/files/ENCFF747BWW/,/files/ENCFF304ZOX/,/files/ENCFF852ZJW/,/files/ENCFF044PWQ/,/files/ENCFF631QEH/,/files/ENCFF290GGE/	/disease-series/ENCSR212ASC/	ENCBS509DXX	1	1		Homo sapiens	adult	79 years												/replicates/86a52c5c-3bb8-46eb-9e96-dc241b307845/				
/experiments/ENCSR334MDJ/	ENCSR334MDJ	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (89 years)	head of caudate nucleus	GEO:GSE170417		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF494PMI/,/files/ENCFF387RLT/,/files/ENCFF687KJO/,/files/ENCFF399JRR/,/files/ENCFF961XTK/,/files/ENCFF062DSZ/,/files/ENCFF738GFX/,/files/ENCFF500FLU/,/files/ENCFF680VWJ/,/files/ENCFF268MCX/,/files/ENCFF103ZSA/,/files/ENCFF193ZCX/,/files/ENCFF456CAE/,/files/ENCFF591CAE/,/files/ENCFF193PQR/,/files/ENCFF523RDN/	/disease-series/ENCSR472QYX/	ENCBS149PTB	1	1		Homo sapiens	adult	89 years												/replicates/69f81e95-53d2-4ed8-b808-b85a74327450/				
/experiments/ENCSR887VUC/	ENCSR887VUC	DNase-seq	DNase-seq				Homo sapiens with Cognitive impairment, Alzheimer's disease; posterior cingulate gyrus tissue male adult (73 years)	posterior cingulate gyrus	GEO:GSE170505		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF560WFW/,/files/ENCFF927JEG/,/files/ENCFF489SQO/,/files/ENCFF292NBE/,/files/ENCFF152LDT/,/files/ENCFF741DRJ/,/files/ENCFF048PZN/,/files/ENCFF452ZFZ/,/files/ENCFF021TLD/,/files/ENCFF225BIE/,/files/ENCFF064UMU/,/files/ENCFF626NLI/,/files/ENCFF316AYL/,/files/ENCFF174FXT/,/files/ENCFF061QQM/,/files/ENCFF646HAI/	/disease-series/ENCSR532ILO/	ENCBS571IQG	1	1		Homo sapiens	adult	73 years												/replicates/c4c6314e-f25a-4eb1-8090-a17d0aae957f/				
/experiments/ENCSR785MXI/	ENCSR785MXI	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (88 years)	middle frontal area 46	GEO:GSE170086		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF923ZPO/,/files/ENCFF847EGC/,/files/ENCFF509WZE/,/files/ENCFF906XDO/,/files/ENCFF899FOU/,/files/ENCFF373JVI/,/files/ENCFF865REX/,/files/ENCFF806OFA/,/files/ENCFF814NVG/,/files/ENCFF565VPX/,/files/ENCFF381SII/,/files/ENCFF686OEZ/,/files/ENCFF768TVU/,/files/ENCFF863YIN/,/files/ENCFF910ATF/,/files/ENCFF922PAB/	/disease-series/ENCSR702UNK/	ENCBS384HTH	1	1		Homo sapiens	adult	88 years												/replicates/4c724921-0954-4868-9c9c-1a07a44919dd/				
/experiments/ENCSR717BBR/	ENCSR717BBR	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue male adult (90 or above years)	head of caudate nucleus	GEO:GSE169853		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF729RJP/,/files/ENCFF220ZRF/,/files/ENCFF653QGN/,/files/ENCFF389SDK/,/files/ENCFF710LPW/,/files/ENCFF920INI/,/files/ENCFF273DTI/,/files/ENCFF604NGK/,/files/ENCFF095MAA/,/files/ENCFF913UJE/,/files/ENCFF057POQ/,/files/ENCFF910DUQ/,/files/ENCFF894EDN/,/files/ENCFF678RUZ/,/files/ENCFF732WAT/,/files/ENCFF472DYZ/	/disease-series/ENCSR342ZDF/	ENCBS024YFT	1	1		Homo sapiens	adult	90 or above years												/replicates/ebf6a720-82a0-472d-8120-cd2c8a16535f/				
/experiments/ENCSR652IZW/	ENCSR652IZW	DNase-seq	DNase-seq				Homo sapiens posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus	GEO:GSE170938		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF820KDZ/,/files/ENCFF464YFI/,/files/ENCFF802PKO/,/files/ENCFF204FPP/,/files/ENCFF956CIU/,/files/ENCFF008WSU/,/files/ENCFF636JMM/,/files/ENCFF163WEQ/,/files/ENCFF959MOQ/,/files/ENCFF562HKT/,/files/ENCFF094VCA/,/files/ENCFF065UPD/,/files/ENCFF977LAU/,/files/ENCFF781GMI/,/files/ENCFF926VRL/,/files/ENCFF274MUS/	/disease-series/ENCSR295TBA/	ENCBS444GRG	1	1		Homo sapiens	adult	90 or above years												/replicates/036ad0b9-687f-4d3a-a909-20f98cf09802/				
/experiments/ENCSR571CJM/	ENCSR571CJM	DNase-seq	DNase-seq				Homo sapiens middle frontal area 46 tissue female adult (87 years)	middle frontal area 46	GEO:GSE170760		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF559WLE/,/files/ENCFF516EMR/,/files/ENCFF652XGA/,/files/ENCFF773YIE/,/files/ENCFF079GMX/,/files/ENCFF004UHO/,/files/ENCFF329LIG/,/files/ENCFF435VGT/,/files/ENCFF902LXF/,/files/ENCFF122OLO/,/files/ENCFF123FIE/,/files/ENCFF288FOT/,/files/ENCFF425COQ/,/files/ENCFF874WYJ/,/files/ENCFF915SNP/,/files/ENCFF862EXZ/	/disease-series/ENCSR213OJC/	ENCBS525QOI	1	1		Homo sapiens	adult	87 years												/replicates/9735b96a-1aac-46b3-a2d5-d36e333022c1/				
/experiments/ENCSR234VLI/	ENCSR234VLI	DNase-seq	DNase-seq				Homo sapiens head of caudate nucleus tissue male adult (87 years)	head of caudate nucleus	GEO:GSE169948		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF514UER/,/files/ENCFF721VHB/,/files/ENCFF844HGQ/,/files/ENCFF449AKY/,/files/ENCFF099QUQ/,/files/ENCFF174WYL/,/files/ENCFF591MEF/,/files/ENCFF906WTC/,/files/ENCFF121RHH/,/files/ENCFF784CUV/,/files/ENCFF960EXE/,/files/ENCFF196YDY/,/files/ENCFF885TPL/,/files/ENCFF299CHI/,/files/ENCFF098LYY/,/files/ENCFF051LCI/,/files/ENCFF289FQY/,/files/ENCFF632BAZ/	/disease-series/ENCSR003YWM/	ENCBS611KHQ	1	1		Homo sapiens	adult	87 years												/replicates/7c57d308-922a-47c4-8795-a922802ebff4/				
/experiments/ENCSR880CUB/	ENCSR880CUB	DNase-seq	DNase-seq				Homo sapiens middle frontal area 46 tissue male adult (83 years)	middle frontal area 46	GEO:GSE170472		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF972FAG/,/files/ENCFF203ZZU/,/files/ENCFF409VHW/,/files/ENCFF436MBS/,/files/ENCFF539HMU/,/files/ENCFF171EDP/,/files/ENCFF865UCS/,/files/ENCFF560XVP/,/files/ENCFF465NSC/,/files/ENCFF054JCY/,/files/ENCFF752FKM/,/files/ENCFF593SXU/,/files/ENCFF179BDQ/,/files/ENCFF478VYV/,/files/ENCFF988POL/,/files/ENCFF036SMP/,/files/ENCFF750DUU/,/files/ENCFF966VCS/	/disease-series/ENCSR286NLZ/	ENCBS377HAS	1	1		Homo sapiens	adult	83 years												/replicates/a9381742-dc1a-4cb9-a720-1accb779aad4/				
/experiments/ENCSR896LMT/	ENCSR896LMT	DNase-seq	DNase-seq				Homo sapiens posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus	GEO:GSE170538		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF816AJR/,/files/ENCFF401FXN/,/files/ENCFF992JUD/,/files/ENCFF682LCQ/,/files/ENCFF823JWZ/,/files/ENCFF242VNV/,/files/ENCFF614ZHS/,/files/ENCFF532QVV/,/files/ENCFF833QXW/,/files/ENCFF338NXN/,/files/ENCFF287NMY/,/files/ENCFF983WAP/,/files/ENCFF180PFR/,/files/ENCFF530DFL/,/files/ENCFF034LSE/,/files/ENCFF934NBF/	/disease-series/ENCSR970PLB/	ENCBS411IUD	1	1		Homo sapiens	adult	90 or above years												/replicates/1e82df90-d537-4415-8248-2fd03a2ba608/				
/experiments/ENCSR562BUN/	ENCSR562BUN	RNA-seq	total RNA-seq				Homo sapiens middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46		human_brain_Rush ID_4163791_BS115_ENC4_cDNA665	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF762JJD/,/files/ENCFF104NDB/,/files/ENCFF739OVE/,/files/ENCFF349PBM/,/files/ENCFF499EBA/,/files/ENCFF235DLY/,/files/ENCFF642ZRO/,/files/ENCFF683BAO/,/files/ENCFF765AOU/,/files/ENCFF166SFX/		ENCBS819UHF	1	1		Homo sapiens	adult	90 or above years												/replicates/21b5fe6e-6338-4672-86f8-9576f47e227f/				
/experiments/ENCSR072GKC/	ENCSR072GKC	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue male adult (82 years)	middle frontal area 46	GEO:GSE187272	H3K27me3 ChIP-seq on middle frontal area 46 tissue male adult (82 years).	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF062PFH/,/files/ENCFF668ICP/,/files/ENCFF255SFU/,/files/ENCFF515JDA/,/files/ENCFF393NMS/,/files/ENCFF525OJU/,/files/ENCFF824ZGA/,/files/ENCFF592HON/,/files/ENCFF060FOE/,/files/ENCFF861QCP/,/files/ENCFF517ESI/,/files/ENCFF007ONZ/,/files/ENCFF092CFB/,/files/ENCFF577AMB/,/files/ENCFF570UGK/,/files/ENCFF887SYJ/,/files/ENCFF755TTO/,/files/ENCFF625RYL/		ENCBS145CHN	1	1,2	ENCAB009VWX	Homo sapiens	adult	82 years												/replicates/f4d7ab39-7b5d-49a8-af1e-85e82c025bed/,/replicates/cb6a22c9-f48f-468f-b7e7-c2c890c3eb15/				
/experiments/ENCSR968XKG/	ENCSR968XKG	ChIP-seq	Control ChIP-seq				Homo sapiens middle frontal area 46 tissue female adult (79 years)	middle frontal area 46	GEO:GSE187885	Control ChIP-seq on middle frontal area 46 tissue female adult (79 years).	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF705IAM/,/files/ENCFF752CMC/,/files/ENCFF412UUT/,/files/ENCFF373HPM/,/files/ENCFF171AIB/,/files/ENCFF743BRB/,/files/ENCFF459IRF/,/files/ENCFF418WKQ/,/files/ENCFF463TNY/,/files/ENCFF968PAW/	/disease-series/ENCSR212ASC/	ENCBS246FGU,ENCBS836MZE	1,2	1,2		Homo sapiens	adult	79 years												/replicates/120deef5-0244-45b1-bb36-cc942befaab0/,/replicates/ab045b44-ab28-491c-9036-6089b16ed88c/,/replicates/b412caaa-4d66-4f00-9708-cf3e0b8b1a52/,/replicates/877d9d0e-fbff-45b6-b42f-94b6d8235d37/				
/experiments/ENCSR585UDE/	ENCSR585UDE	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue female adult (83 years)	middle frontal area 46	GEO:GSE187556	H3K4me3 ChIP-seq on middle frontal area 46 tissue female adult (83 years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF207HVT/,/files/ENCFF623AER/,/files/ENCFF021VGC/,/files/ENCFF891FIK/,/files/ENCFF106EJX/,/files/ENCFF961HMZ/,/files/ENCFF499XBB/,/files/ENCFF636PGW/,/files/ENCFF026MPK/,/files/ENCFF928RUD/,/files/ENCFF397DJM/,/files/ENCFF261GPQ/,/files/ENCFF859JHN/,/files/ENCFF276EIP/	/disease-series/ENCSR324WSJ/	ENCBS589LVU	1	2,1	ENCAB140BWE	Homo sapiens	adult	83 years												/replicates/0d78a8d3-6c9f-4165-a785-6a3e3b746420/,/replicates/cbb6ffc3-11e6-4de1-b1ef-5ed147536615/				
/experiments/ENCSR136KIM/	ENCSR136KIM	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue male adult (90 or above years)	middle frontal area 46		H3K27ac ChIP-seq on middle frontal area 46 tissue male adult (90 or above years) with mild cognitive impairment	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF178AXK/,/files/ENCFF567XYD/,/files/ENCFF644FFI/,/files/ENCFF523REW/,/files/ENCFF548EIV/,/files/ENCFF298ORZ/,/files/ENCFF081HED/,/files/ENCFF856URD/,/files/ENCFF419XHK/,/files/ENCFF084TNU/,/files/ENCFF318GXB/,/files/ENCFF664XYP/,/files/ENCFF986PCC/,/files/ENCFF020ZKE/	/disease-series/ENCSR955DXN/	ENCBS049LCH	1	2,1	ENCAB101KHB	Homo sapiens	adult	90 or above years												/replicates/3db80f1a-07c7-4755-91e8-c9ee627c69ad/,/replicates/4af97bc9-08c0-48fa-9235-1ce217087ab7/				
/experiments/ENCSR251BHU/	ENCSR251BHU	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens middle frontal area 46 tissue female adult (82 years)	middle frontal area 46		CTCF ChIP-seq on middle frontal area 46 tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF026QXF/,/files/ENCFF289DBN/,/files/ENCFF308ITH/,/files/ENCFF219QNA/,/files/ENCFF901QBS/,/files/ENCFF623DKQ/,/files/ENCFF142EHA/,/files/ENCFF988OPE/,/files/ENCFF417AGZ/,/files/ENCFF108PPI/,/files/ENCFF187ZZX/,/files/ENCFF687HAY/,/files/ENCFF896AZK/,/files/ENCFF178WPZ/,/files/ENCFF135JZC/	/disease-series/ENCSR873BYS/	ENCBS712RMD	1	1,2	ENCAB719MQZ	Homo sapiens	adult	82 years												/replicates/988c3f15-8446-4355-acd5-30d4f9265f8b/,/replicates/10120024-69c4-4ce7-bd7f-c0886a6f029c/				
/experiments/ENCSR770XRC/	ENCSR770XRC	ChIP-seq	Control ChIP-seq				Homo sapiens middle frontal area 46 tissue female adult (87 years)	middle frontal area 46	GEO:GSE187891	Control ChIP-seq on middle frontal area 46 tissue female adult (87 years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF012IMV/,/files/ENCFF047CGD/,/files/ENCFF171LFR/,/files/ENCFF903KEU/,/files/ENCFF067LRU/,/files/ENCFF260WMY/,/files/ENCFF298SNZ/,/files/ENCFF163MAI/,/files/ENCFF210PZF/,/files/ENCFF104GYS/	/disease-series/ENCSR220JNZ/	ENCBS892ROQ	1	1,2		Homo sapiens	adult	87 years												/replicates/3766c3a0-f554-4ef1-9187-dc115a1b4742/,/replicates/a1244d6e-718c-4827-922d-d895b41571f5/				
/experiments/ENCSR987FAM/	ENCSR987FAM	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue female adult (82 years)	middle frontal area 46		H3K27ac ChIP-seq on middle frontal area 46 tissue female adult (82 years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF467JRC/,/files/ENCFF684JRN/,/files/ENCFF140RTQ/,/files/ENCFF169VZP/,/files/ENCFF771QKY/,/files/ENCFF948LME/,/files/ENCFF738NIC/,/files/ENCFF260PZW/,/files/ENCFF962GLK/,/files/ENCFF836AQI/,/files/ENCFF916POK/,/files/ENCFF894XCZ/,/files/ENCFF848BKA/,/files/ENCFF288NLR/	/disease-series/ENCSR873BYS/	ENCBS712RMD	1	2,1	ENCAB101KHB	Homo sapiens	adult	82 years												/replicates/f4699184-3666-4a5d-b4b3-d14fda3e6322/,/replicates/6c67694d-1ca6-4971-9788-2a781a4cb058/				
/experiments/ENCSR306LNA/	ENCSR306LNA	DNase-seq	DNase-seq				Homo sapiens with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue male adult (73 years)	middle frontal area 46	GEO:GSE187431		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF029TYW/,/files/ENCFF848XST/,/files/ENCFF494ZZG/,/files/ENCFF768VXY/,/files/ENCFF396KNK/,/files/ENCFF147OGX/,/files/ENCFF114ZVW/,/files/ENCFF853WHS/,/files/ENCFF575JTJ/,/files/ENCFF737EDS/,/files/ENCFF617KCS/,/files/ENCFF265XIN/,/files/ENCFF870ORN/,/files/ENCFF206XBO/,/files/ENCFF119SZJ/,/files/ENCFF578TGO/		ENCBS198CUA	1	1		Homo sapiens	adult	73 years												/replicates/def39ed9-5211-4978-83c0-e10767f9b915/				
/experiments/ENCSR259PNW/	ENCSR259PNW	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (88 years)	middle frontal area 46	GEO:GSE187204	CTCF TF ChIP-seq on middle frontal area 46 tissue female adult (88 years) with Alzheimer's disease.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF871XTI/,/files/ENCFF951SAM/,/files/ENCFF080JRN/,/files/ENCFF954IAP/,/files/ENCFF966VTZ/,/files/ENCFF018QAS/,/files/ENCFF594JBR/,/files/ENCFF770KHH/,/files/ENCFF875LWD/,/files/ENCFF897EQR/,/files/ENCFF476NBQ/,/files/ENCFF760WNT/,/files/ENCFF962FDB/,/files/ENCFF735UOV/,/files/ENCFF302UYV/		ENCBS995IIS	1	2,1	ENCAB719MQZ	Homo sapiens	adult	88 years												/replicates/8505094e-91a1-4616-b7e6-b59cca3f478c/,/replicates/d5b8571b-68d1-4752-ad14-675f853f97e9/				
/experiments/ENCSR966RWA/	ENCSR966RWA	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE187871	H3K27ac ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with Alzheimer's disease, Cognitive impairment.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF448YVM/,/files/ENCFF227ZGL/,/files/ENCFF115SCG/,/files/ENCFF141MLL/,/files/ENCFF435SRV/,/files/ENCFF306PAM/,/files/ENCFF303TJX/,/files/ENCFF087BHR/,/files/ENCFF950LIB/,/files/ENCFF399HAY/,/files/ENCFF860TAY/,/files/ENCFF574WJV/,/files/ENCFF591RCK/,/files/ENCFF804IYI/		ENCBS587MGS	1	2,1	ENCAB101KHB	Homo sapiens	adult	90 or above years												/replicates/024b1280-b7ae-46fb-8698-ae7c725e6b33/,/replicates/ce477867-5d51-47bc-87da-5921278c94a3/				
/experiments/ENCSR326YRW/	ENCSR326YRW	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE187045	H3K27ac ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with mild cognitive impairment.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF840MQE/,/files/ENCFF236FOW/,/files/ENCFF861DOM/,/files/ENCFF455UST/,/files/ENCFF176SWS/,/files/ENCFF796ARV/,/files/ENCFF351BVD/,/files/ENCFF690EHV/,/files/ENCFF074FGT/,/files/ENCFF044XEI/,/files/ENCFF276UDF/,/files/ENCFF844EBG/,/files/ENCFF575PER/,/files/ENCFF970TJW/,/files/ENCFF584VEZ/,/files/ENCFF788LTZ/,/files/ENCFF905JOY/,/files/ENCFF750UAD/,/files/ENCFF769ZIX/,/files/ENCFF672SGH/,/files/ENCFF226LGP/,/files/ENCFF334JJX/		ENCBS791EVU	1	1,2	ENCAB101KHB	Homo sapiens	adult	90 or above years												/replicates/50d90208-fdbe-4e25-9a15-a22fe95d773f/,/replicates/42f2bb7d-6994-4a6c-93ff-559bc4c24563/				
/experiments/ENCSR346PKZ/	ENCSR346PKZ	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE187230	H3K27me3 ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with mild cognitive impairment.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF182ZXT/,/files/ENCFF502ZQM/,/files/ENCFF715EMG/,/files/ENCFF526KUY/,/files/ENCFF436GJE/,/files/ENCFF852WRA/,/files/ENCFF560VPZ/,/files/ENCFF499GQP/,/files/ENCFF046HUT/,/files/ENCFF369CWA/,/files/ENCFF738WGN/,/files/ENCFF940AJL/,/files/ENCFF142XZL/,/files/ENCFF651HWP/,/files/ENCFF886DNZ/,/files/ENCFF128TIL/,/files/ENCFF974LSP/,/files/ENCFF552CQA/,/files/ENCFF603PSW/,/files/ENCFF360LHN/,/files/ENCFF164KIG/,/files/ENCFF186HPA/		ENCBS791EVU	1	1,2	ENCAB009VWX	Homo sapiens	adult	90 or above years												/replicates/ac06b4bc-ccd1-4189-b550-6ecd464eae72/,/replicates/6fe79f02-9a33-40b2-a98e-9e9a58c39382/				
/experiments/ENCSR554HDT/	ENCSR554HDT	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue male adult (84 years)	middle frontal area 46	GEO:GSE187685	H3K27ac ChIP-seq on middle frontal area 46 tissue male adult (84 years).	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF922DWE/,/files/ENCFF173EVP/,/files/ENCFF519OHO/,/files/ENCFF268FFA/,/files/ENCFF983CAE/,/files/ENCFF882CDR/,/files/ENCFF640KJX/,/files/ENCFF623ZQN/,/files/ENCFF246HAG/,/files/ENCFF249YCS/,/files/ENCFF560FDE/,/files/ENCFF646KVN/,/files/ENCFF169QSG/,/files/ENCFF206RAA/		ENCBS158KQX	1	1,2	ENCAB101KHB	Homo sapiens	adult	84 years												/replicates/182a3beb-98f4-4ae3-a389-e93388da0fae/,/replicates/1377cc70-4713-4bf4-a056-4713ad1f6ded/				
/experiments/ENCSR498NGT/	ENCSR498NGT	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (85 years)	middle frontal area 46	GEO:GSE187499	H3K27ac ChIP-seq on middle frontal area 46 tissue female adult (85 years) with Alzheimer's disease.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF099CRI/,/files/ENCFF913QYA/,/files/ENCFF260QOD/,/files/ENCFF678TKI/,/files/ENCFF433JGI/,/files/ENCFF446NCA/,/files/ENCFF446BTE/,/files/ENCFF070KGS/,/files/ENCFF194KAZ/,/files/ENCFF155CUR/,/files/ENCFF730HDE/,/files/ENCFF467AEK/,/files/ENCFF088MJO/,/files/ENCFF444PYL/		ENCBS368SHA	1	2,1	ENCAB101KHB	Homo sapiens	adult	85 years												/replicates/85995ade-ba82-4726-a40f-b078c3e3e084/,/replicates/5a3b7ad5-384c-4c8e-9404-633b90a882cb/				
/experiments/ENCSR049KUR/	ENCSR049KUR	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE187182	H3K4me3 ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with mild cognitive impairment.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF968YGC/,/files/ENCFF751KQU/,/files/ENCFF839FFE/,/files/ENCFF472AHG/,/files/ENCFF824PQR/,/files/ENCFF235AAO/,/files/ENCFF225MYN/,/files/ENCFF353PPI/,/files/ENCFF071TMF/,/files/ENCFF335HVA/,/files/ENCFF716RMJ/,/files/ENCFF878BKX/,/files/ENCFF419QWJ/,/files/ENCFF812KXM/		ENCBS173HMY	1	1,2	ENCAB140BWE	Homo sapiens	adult	90 or above years												/replicates/2ad7ccec-3156-4c1d-a59a-14076dc14f6d/,/replicates/6df0745e-e7ba-4005-97e1-ad818f541dda/				
